wavelength,scan1-2,scan2-2,absorbance2,scan1-4,scan2-4,absorbance4
3207.98794,0.03077,0.03621,0.03349,0.02424,0.02518,0.02471
3205.92757,0.03027,0.03569,0.03298,0.02406,0.02496,0.02451
3203.86721,0.02982,0.03514,0.03248,0.02382,0.02469,0.024255
3201.80684,0.02947,0.03456,0.032015,0.02354,0.02433,0.023935
3199.74648,0.02902,0.0339,0.03146,0.02324,0.02403,0.023635
3197.68611,0.02837,0.03322,0.030795,0.02298,0.02387,0.023425
3195.62575,0.0276,0.03258,0.03009,0.0227,0.0237,0.0232
3193.56538,0.02673,0.03187,0.0293,0.02233,0.02345,0.02289
3191.50502,0.02587,0.0311,0.028485,0.02197,0.02316,0.022565
3189.44465,0.0251,0.03037,0.027735,0.02166,0.02269,0.022175
3187.38429,0.0244,0.02966,0.02703,0.02129,0.02219,0.02174
3185.32392,0.02377,0.0289,0.026335,0.02087,0.02187,0.02137
3183.26356,0.0232,0.02808,0.02564,0.02042,0.02158,0.021
3181.20319,0.02256,0.0273,0.02493,0.02,0.02113,0.020565
3179.14283,0.02185,0.0266,0.024225,0.0197,0.02064,0.02017
3177.08247,0.02111,0.02581,0.02346,0.01938,0.02011,0.019745
3175.0221,0.02039,0.02499,0.02269,0.01884,0.01952,0.01918
3172.96174,0.01983,0.02442,0.022125,0.01821,0.01897,0.01859
3170.90137,0.01947,0.0241,0.021785,0.01772,0.01859,0.018155
3168.84101,0.01915,0.02378,0.021465,0.01738,0.01838,0.01788
3166.78064,0.01875,0.02331,0.02103,0.01703,0.01815,0.01759
3164.72028,0.01836,0.02282,0.02059,0.0166,0.01773,0.017165
3162.65991,0.01804,0.0224,0.02022,0.01617,0.01723,0.0167
3160.59955,0.01775,0.02204,0.019895,0.01583,0.01687,0.01635
3158.53918,0.01742,0.02167,0.019545,0.01551,0.01657,0.01604
3156.47882,0.01709,0.02133,0.01921,0.01525,0.01624,0.015745
3154.41845,0.01682,0.02105,0.018935,0.01521,0.01599,0.0156
3152.35809,0.01667,0.02088,0.018775,0.01512,0.01576,0.01544
3150.29772,0.01662,0.02076,0.01869,0.01487,0.01549,0.01518
3148.23736,0.0166,0.02053,0.018565,0.01468,0.01538,0.01503
3146.17699,0.0165,0.02033,0.018415,0.01464,0.01536,0.015
3144.11663,0.0164,0.02039,0.018395,0.01468,0.01523,0.014955
3142.05626,0.01638,0.02053,0.018455,0.01471,0.01513,0.01492
3139.9959,0.01644,0.02057,0.018505,0.01457,0.01518,0.014875
3137.93553,0.01656,0.02055,0.018555,0.01441,0.01522,0.014815
3135.87517,0.01665,0.02052,0.018585,0.01436,0.01508,0.01472
3133.81481,0.01671,0.02052,0.018615,0.01433,0.01484,0.014585
3131.75444,0.01681,0.02055,0.01868,0.01436,0.01481,0.014585
3129.69408,0.01696,0.02062,0.01879,0.01453,0.01511,0.01482
3127.63371,0.01715,0.0208,0.018975,0.01472,0.01545,0.015085
3125.57335,0.01744,0.02114,0.01929,0.01485,0.01564,0.015245
3123.51298,0.01791,0.02162,0.019765,0.01508,0.01581,0.015445
3121.45262,0.01857,0.02216,0.020365,0.01544,0.01604,0.01574
3119.39225,0.01927,0.02275,0.02101,0.01576,0.01626,0.01601
3117.33189,0.01982,0.02333,0.021575,0.016,0.01651,0.016255
3115.27152,0.02023,0.02374,0.021985,0.01622,0.01686,0.01654
3113.21116,0.02074,0.0241,0.02242,0.01645,0.01713,0.01679
3111.15079,0.02147,0.02465,0.02306,0.01678,0.01734,0.01706
3109.09043,0.02228,0.02541,0.023845,0.01716,0.01765,0.017405
3107.03006,0.02312,0.02627,0.024695,0.01748,0.01807,0.017775
3104.9697,0.02396,0.02717,0.025565,0.01792,0.01857,0.018245
3102.90933,0.02486,0.0281,0.02648,0.01855,0.01903,0.01879
3100.84897,0.02599,0.02918,0.027585,0.01912,0.01939,0.019255
3098.7886,0.0273,0.03047,0.028885,0.01953,0.01979,0.01966
3096.72824,0.02859,0.03176,0.030175,0.01997,0.02029,0.02013
3094.66787,0.02985,0.03291,0.03138,0.02057,0.02084,0.020705
3092.60751,0.03105,0.03395,0.0325,0.02116,0.02142,0.02129
3090.54715,0.03201,0.03487,0.03344,0.02155,0.02199,0.02177
3088.48678,0.03278,0.03567,0.034225,0.0219,0.02243,0.022165
3086.42642,0.0333,0.03618,0.03474,0.02233,0.02279,0.02256
3084.36605,0.03341,0.03619,0.0348,0.02269,0.02309,0.02289
3082.30569,0.03322,0.03587,0.034545,0.02297,0.02327,0.02312
3080.24532,0.03287,0.03537,0.03412,0.02334,0.02347,0.023405
3078.18496,0.03221,0.03469,0.03345,0.02367,0.02376,0.023715
3076.12459,0.0312,0.0338,0.0325,0.02374,0.02405,0.023895
3074.06423,0.03008,0.03268,0.03138,0.02371,0.02417,0.02394
3072.00386,0.02898,0.03149,0.030235,0.0237,0.02406,0.02388
3069.9435,0.02781,0.03042,0.029115,0.02374,0.02391,0.023825
3067.88313,0.02666,0.02945,0.028055,0.02384,0.02396,0.0239
3065.82277,0.02565,0.02841,0.02703,0.02389,0.02396,0.023925
3063.7624,0.0247,0.02729,0.025995,0.02368,0.02365,0.023665
3061.70204,0.02374,0.0262,0.02497,0.02328,0.02316,0.02322
3059.64167,0.02279,0.02517,0.02398,0.02303,0.02279,0.02291
3057.58131,0.02184,0.0242,0.02302,0.0227,0.0224,0.02255
3055.52094,0.02088,0.02333,0.022105,0.02195,0.02175,0.02185
3053.46058,0.01998,0.02247,0.021225,0.02109,0.02098,0.021035
3051.40021,0.0192,0.02159,0.020395,0.02037,0.02028,0.020325
3049.33985,0.01845,0.02078,0.019615,0.01961,0.01957,0.01959
3047.27949,0.01777,0.02018,0.018975,0.01877,0.01883,0.0188
3045.21912,0.01723,0.01984,0.018535,0.01802,0.01817,0.018095
3043.15876,0.01681,0.01959,0.0182,0.01742,0.01754,0.01748
3041.09839,0.01643,0.01915,0.01779,0.01685,0.01691,0.01688
3039.03803,0.01605,0.01857,0.01731,0.01634,0.01643,0.016385
3036.97766,0.01572,0.01806,0.01689,0.01593,0.0161,0.016015
3034.9173,0.01545,0.01767,0.01656,0.01548,0.01575,0.015615
3032.85693,0.01521,0.01736,0.016285,0.015,0.01531,0.015155
3030.79657,0.01489,0.01693,0.01591,0.01464,0.01494,0.01479
3028.7362,0.01447,0.01636,0.015415,0.01432,0.01463,0.014475
3026.67584,0.01416,0.01603,0.015095,0.01408,0.01433,0.014205
3024.61547,0.01399,0.01604,0.015015,0.01394,0.01412,0.01403
3022.55511,0.01371,0.01601,0.01486,0.01371,0.0139,0.013805
3020.49474,0.01342,0.0158,0.01461,0.01347,0.01363,0.01355
3018.43438,0.01328,0.01551,0.014395,0.01336,0.01339,0.013375
3016.37401,0.01327,0.01533,0.0143,0.01324,0.0132,0.01322
3014.31365,0.01343,0.01543,0.01443,0.01317,0.01319,0.01318
3012.25328,0.01359,0.0156,0.014595,0.01323,0.01332,0.013275
3010.19292,0.01348,0.01554,0.01451,0.01327,0.01334,0.013305
3008.13255,0.01335,0.01536,0.014355,0.01312,0.01314,0.01313
3006.07219,0.01346,0.01535,0.014405,0.01294,0.01285,0.012895
3004.01183,0.01361,0.01545,0.01453,0.01283,0.01268,0.012755
3001.95146,0.01365,0.01562,0.014635,0.01278,0.01271,0.012745
2999.8911,0.01375,0.01586,0.014805,0.01291,0.01288,0.012895
2997.83073,0.01409,0.01611,0.0151,0.01318,0.01308,0.01313
2995.77037,0.01467,0.01646,0.015565,0.01332,0.01314,0.01323
2993.71,0.0153,0.01692,0.01611,0.0133,0.01314,0.01322
2991.64964,0.01582,0.01735,0.016585,0.01336,0.01333,0.013345
2989.58927,0.01623,0.01767,0.01695,0.01359,0.01361,0.0136
2987.52891,0.01666,0.01798,0.01732,0.01394,0.0139,0.01392
2985.46854,0.0173,0.01859,0.017945,0.01447,0.01432,0.014395
2983.40818,0.01805,0.0194,0.018725,0.01519,0.015,0.015095
2981.34781,0.0187,0.02009,0.019395,0.01605,0.01584,0.015945
2979.28745,0.0193,0.0206,0.01995,0.01703,0.01669,0.01686
2977.22708,0.01979,0.02097,0.02038,0.01816,0.01767,0.017915
2975.16672,0.02023,0.02132,0.020775,0.01942,0.0189,0.01916
2973.10635,0.0209,0.02182,0.02136,0.02079,0.02028,0.020535
2971.04599,0.02196,0.02271,0.022335,0.0224,0.0217,0.02205
2968.98562,0.02341,0.02423,0.02382,0.02438,0.02329,0.023835
2966.92526,0.02507,0.02607,0.02557,0.02638,0.02517,0.025775
2964.86489,0.02691,0.02803,0.02747,0.02833,0.02731,0.02782
2962.80453,0.02901,0.03013,0.02957,0.03036,0.02952,0.02994
2960.74417,0.03147,0.03238,0.031925,0.03256,0.03174,0.03215
2958.6838,0.03438,0.03499,0.034685,0.03517,0.0342,0.034685
2956.62344,0.03766,0.03803,0.037845,0.03837,0.03703,0.0377
2954.56307,0.04127,0.04146,0.041365,0.04228,0.04052,0.0414
2952.50271,0.04524,0.04532,0.04528,0.04699,0.04488,0.045935
2950.44234,0.04959,0.04966,0.049625,0.05234,0.04999,0.051165
2948.38198,0.05441,0.05435,0.05438,0.0582,0.05567,0.056935
2946.32161,0.05959,0.05923,0.05941,0.0647,0.06181,0.063255
2944.26125,0.06487,0.06424,0.064555,0.07167,0.06821,0.06994
2942.20088,0.07002,0.06922,0.06962,0.07847,0.0744,0.076435
2940.14052,0.075,0.074,0.0745,0.08409,0.07954,0.081815
2938.08015,0.07983,0.07858,0.079205,0.08781,0.08303,0.08542
2936.01979,0.08459,0.08303,0.08381,0.08983,0.08518,0.087505
2933.95942,0.08948,0.08766,0.08857,0.09119,0.08679,0.08899
2931.89906,0.09482,0.09286,0.09384,0.09287,0.08843,0.09065
2929.83869,0.10076,0.0987,0.09973,0.09518,0.09048,0.09283
2927.77833,0.10699,0.10487,0.10593,0.09799,0.09304,0.095515
2925.71796,0.113,0.1108,0.1119,0.10085,0.0956,0.098225
2923.6576,0.11807,0.11573,0.1169,0.10283,0.0973,0.100065
2921.59723,0.1211,0.11894,0.12002,0.10336,0.09794,0.10065
2919.53687,0.12112,0.11961,0.120365,0.10295,0.09805,0.1005
2917.47651,0.11777,0.11697,0.11737,0.10188,0.09753,0.099705
2915.41614,0.11153,0.11138,0.111455,0.09893,0.09517,0.09705
2913.35578,0.1037,0.10418,0.10394,0.09304,0.09014,0.09159
2911.29541,0.09534,0.09644,0.09589,0.08528,0.08325,0.084265
2909.23505,0.08687,0.08846,0.087665,0.07753,0.07616,0.076845
2907.17468,0.07868,0.08056,0.07962,0.07082,0.06982,0.07032
2905.11432,0.07137,0.07343,0.0724,0.06513,0.0643,0.064715
2903.05395,0.06527,0.06752,0.066395,0.06017,0.05948,0.059825
2900.99359,0.06021,0.06265,0.06143,0.05578,0.0553,0.05554
2898.93322,0.05588,0.05841,0.057145,0.05196,0.05163,0.051795
2896.87286,0.05222,0.05478,0.0535,0.04873,0.04847,0.0486
2894.81249,0.04919,0.0518,0.050495,0.04609,0.04592,0.046005
2892.75213,0.04668,0.04939,0.048035,0.04405,0.04396,0.044005
2890.69176,0.04461,0.04742,0.046015,0.04256,0.04248,0.04252
2888.6314,0.04293,0.04579,0.04436,0.04166,0.04147,0.041565
2886.57103,0.04153,0.04437,0.04295,0.04149,0.04112,0.041305
2884.51067,0.04018,0.04294,0.04156,0.0421,0.04159,0.041845
2882.4503,0.03885,0.04148,0.040165,0.04327,0.04266,0.042965
2880.38994,0.03776,0.0403,0.03903,0.04476,0.04395,0.044355
2878.32957,0.03714,0.03964,0.03839,0.0463,0.04526,0.04578
2876.26921,0.03698,0.03947,0.038225,0.04764,0.04645,0.047045
2874.20885,0.03739,0.03974,0.038565,0.04877,0.04748,0.048125
2872.14848,0.03863,0.04078,0.039705,0.05003,0.0487,0.049365
2870.08812,0.04075,0.04276,0.041755,0.0517,0.05041,0.051055
2868.02775,0.04366,0.04548,0.04457,0.05369,0.05236,0.053025
2865.96739,0.04729,0.04884,0.048065,0.05561,0.05433,0.05497
2863.90702,0.0516,0.05288,0.05224,0.05742,0.05626,0.05684
2861.84666,0.05668,0.05769,0.057185,0.05941,0.05823,0.05882
2859.78629,0.06244,0.06322,0.06283,0.06182,0.06048,0.06115
2857.72593,0.06872,0.06931,0.069015,0.06483,0.06328,0.064055
2855.66556,0.07525,0.07567,0.07546,0.06853,0.06667,0.0676
2853.6052,0.08149,0.08195,0.08172,0.072,0.06994,0.07097
2851.54483,0.08621,0.0869,0.086555,0.07321,0.07126,0.072235
2849.48447,0.08634,0.08757,0.086955,0.07014,0.06869,0.069415
2847.4241,0.07915,0.08125,0.0802,0.06273,0.06201,0.06237
2845.36374,0.06627,0.06909,0.06768,0.05318,0.05311,0.053145
2843.30337,0.05249,0.05564,0.054065,0.04394,0.04436,0.04415
2841.24301,0.04135,0.04452,0.042935,0.03631,0.03704,0.036675
2839.18264,0.03367,0.03673,0.0352,0.03065,0.03141,0.03103
2837.12228,0.02874,0.0317,0.03022,0.02676,0.02737,0.027065
2835.06191,0.02553,0.02844,0.026985,0.02416,0.02458,0.02437
2833.00155,0.02324,0.02616,0.0247,0.02234,0.02257,0.022455
2830.94119,0.02156,0.02446,0.02301,0.02094,0.02112,0.02103
2828.88082,0.02042,0.02323,0.021825,0.0199,0.02019,0.020045
2826.82046,0.01964,0.02237,0.021005,0.01922,0.01957,0.019395
2824.76009,0.01899,0.02165,0.02032,0.0187,0.01899,0.018845
2822.69973,0.0184,0.02097,0.019685,0.01819,0.01837,0.01828
2820.63936,0.01793,0.0204,0.019165,0.01764,0.01772,0.01768
2818.579,0.01743,0.01992,0.018675,0.01709,0.0171,0.017095
2816.51863,0.01679,0.01948,0.018135,0.01657,0.01652,0.016545
2814.45827,0.01625,0.01906,0.017655,0.01602,0.01598,0.016
2812.3979,0.01594,0.01862,0.01728,0.01553,0.01551,0.01552
2810.33754,0.01572,0.01818,0.01695,0.01514,0.01509,0.015115
2808.27717,0.01543,0.01779,0.01661,0.01477,0.01469,0.01473
2806.21681,0.01501,0.01739,0.0162,0.0144,0.01433,0.014365
2804.15644,0.01458,0.017,0.01579,0.01405,0.014,0.014025
2802.09608,0.01432,0.01676,0.01554,0.01376,0.01369,0.013725
2800.03571,0.0142,0.01662,0.01541,0.01352,0.01342,0.01347
2797.97535,0.01403,0.01636,0.015195,0.0133,0.01316,0.01323
2795.91498,0.01376,0.016,0.01488,0.0131,0.01292,0.01301
2793.85462,0.01342,0.01572,0.01457,0.01285,0.01272,0.012785
2791.79425,0.01308,0.01552,0.0143,0.01257,0.01251,0.01254
2789.73389,0.01279,0.01534,0.014065,0.01234,0.01231,0.012325
2787.67352,0.01254,0.01509,0.013815,0.01222,0.01214,0.01218
2785.61316,0.01233,0.01478,0.013555,0.01218,0.01207,0.012125
2783.5528,0.01215,0.01451,0.01333,0.01213,0.01208,0.012105
2781.49243,0.01193,0.01424,0.013085,0.01198,0.01204,0.01201
2779.43207,0.01159,0.0139,0.012745,0.0118,0.01189,0.011845
2777.3717,0.01124,0.0136,0.01242,0.01162,0.01167,0.011645
2775.31134,0.01106,0.01345,0.012255,0.01151,0.01142,0.011465
2773.25097,0.01098,0.01334,0.01216,0.01148,0.01126,0.01137
2771.19061,0.01082,0.01312,0.01197,0.01138,0.01115,0.011265
2769.13024,0.01057,0.01279,0.01168,0.01117,0.01098,0.011075
2767.06988,0.01032,0.01249,0.011405,0.01096,0.01079,0.010875
2765.00951,0.01018,0.01237,0.011275,0.01084,0.01067,0.010755
2762.94915,0.01005,0.01234,0.011195,0.01077,0.01058,0.010675
2760.88878,0.00981,0.01223,0.01102,0.01073,0.01053,0.01063
2758.82842,0.00957,0.01203,0.0108,0.0107,0.01054,0.01062
2756.76805,0.00949,0.01181,0.01065,0.0106,0.01051,0.010555
2754.70769,0.00953,0.01167,0.0106,0.01042,0.01037,0.010395
2752.64732,0.00959,0.01164,0.010615,0.01023,0.01021,0.01022
2750.58696,0.00953,0.01159,0.01056,0.01011,0.01007,0.01009
2748.52659,0.00937,0.01156,0.010465,0.01002,0.00991,0.009965
2746.46623,0.00913,0.01148,0.010305,0.00996,0.0098,0.00988
2744.40586,0.00891,0.01127,0.01009,0.00997,0.00976,0.009865
2742.3455,0.00877,0.01102,0.009895,0.00991,0.00967,0.00979
2740.28514,0.00867,0.01082,0.009745,0.00971,0.00948,0.009595
2738.22477,0.00863,0.01072,0.009675,0.00954,0.00928,0.00941
2736.16441,0.00866,0.01075,0.009705,0.00947,0.0092,0.009335
2734.10404,0.00866,0.01081,0.009735,0.00934,0.00913,0.009235
2732.04368,0.00852,0.01076,0.00964,0.00922,0.00901,0.009115
2729.98331,0.00837,0.01064,0.009505,0.00919,0.00889,0.00904
2727.92295,0.0083,0.01053,0.009415,0.00912,0.0088,0.00896
2725.86258,0.00826,0.01045,0.009355,0.00898,0.00874,0.00886
2723.80222,0.00823,0.01037,0.0093,0.00884,0.00863,0.008735
2721.74185,0.00822,0.01026,0.00924,0.00875,0.00847,0.00861
2719.68149,0.00818,0.01013,0.009155,0.00866,0.0084,0.00853
2717.62112,0.00802,0.01004,0.00903,0.0085,0.00837,0.008435
2715.56076,0.00785,0.00999,0.00892,0.00834,0.00829,0.008315
2713.50039,0.00779,0.01,0.008895,0.00826,0.00809,0.008175
2711.44003,0.00785,0.01006,0.008955,0.0082,0.00785,0.008025
2709.37966,0.00795,0.01014,0.009045,0.00817,0.00781,0.00799
2707.3193,0.00803,0.01016,0.009095,0.00825,0.00798,0.008115
2705.25893,0.00799,0.01006,0.009025,0.00828,0.00804,0.00816
2703.19857,0.00788,0.00996,0.00892,0.00817,0.00788,0.008025
2701.1382,0.00789,0.00998,0.008935,0.00808,0.0078,0.00794
2699.07784,0.00805,0.01012,0.009085,0.00808,0.00789,0.007985
2697.01748,0.00809,0.01014,0.009115,0.00806,0.0079,0.00798
2694.95711,0.00799,0.01004,0.009015,0.008,0.00778,0.00789
2692.89675,0.00798,0.00996,0.00897,0.00799,0.00773,0.00786
2690.83638,0.00801,0.00993,0.00897,0.00805,0.0078,0.007925
2688.77602,0.00801,0.00997,0.00899,0.0081,0.00784,0.00797
2686.71565,0.008,0.01003,0.009015,0.00803,0.00779,0.00791
2684.65529,0.00797,0.00999,0.00898,0.00795,0.00779,0.00787
2682.59492,0.00791,0.00993,0.00892,0.008,0.00784,0.00792
2680.53456,0.00786,0.00987,0.008865,0.00801,0.0078,0.007905
2678.47419,0.00785,0.00977,0.00881,0.0079,0.00772,0.00781
2676.41383,0.00786,0.0097,0.00878,0.00782,0.00767,0.007745
2674.35346,0.00777,0.00971,0.00874,0.00779,0.00763,0.00771
2672.2931,0.00765,0.00968,0.008665,0.0077,0.00754,0.00762
2670.23273,0.00762,0.00958,0.0086,0.00765,0.00745,0.00755
2668.17237,0.00759,0.00951,0.00855,0.00776,0.00748,0.00762
2666.112,0.00751,0.00949,0.0085,0.00796,0.00764,0.0078
2664.05164,0.00753,0.0095,0.008515,0.00804,0.00773,0.007885
2661.99127,0.00762,0.00945,0.008535,0.00792,0.00765,0.007785
2659.93091,0.00761,0.00935,0.00848,0.00775,0.0075,0.007625
2657.87054,0.00758,0.00937,0.008475,0.0077,0.00746,0.00758
2655.81018,0.00768,0.00952,0.0086,0.00772,0.00754,0.00763
2653.74982,0.0078,0.00962,0.00871,0.00766,0.00758,0.00762
2651.68945,0.0078,0.00958,0.00869,0.0076,0.00751,0.007555
2649.62909,0.00763,0.00948,0.008555,0.00761,0.00738,0.007495
2647.56872,0.00744,0.00943,0.008435,0.00761,0.00726,0.007435
2645.50836,0.00739,0.00939,0.00839,0.00756,0.0072,0.00738
2643.44799,0.00732,0.00924,0.00828,0.00756,0.0072,0.00738
2641.38763,0.00714,0.00906,0.0081,0.00752,0.00719,0.007355
2639.32726,0.00705,0.00901,0.00803,0.0073,0.0071,0.0072
2637.2669,0.00705,0.009,0.008025,0.00697,0.00694,0.006955
2635.20653,0.00702,0.00896,0.00799,0.00676,0.00677,0.006765
2633.14617,0.00704,0.00896,0.008,0.00673,0.00669,0.00671
2631.0858,0.0071,0.00891,0.008005,0.00679,0.00671,0.00675
2629.02544,0.00698,0.00881,0.007895,0.00683,0.00668,0.006755
2626.96507,0.00684,0.00877,0.007805,0.00682,0.00662,0.00672
2624.90471,0.00691,0.00878,0.007845,0.00678,0.00661,0.006695
2622.84434,0.00698,0.00874,0.00786,0.00678,0.00659,0.006685
2620.78398,0.00682,0.00859,0.007705,0.00674,0.00661,0.006675
2618.72361,0.00652,0.00837,0.007445,0.00664,0.00665,0.006645
2616.66325,0.00628,0.00819,0.007235,0.00658,0.00657,0.006575
2614.60288,0.00627,0.0081,0.007185,0.00658,0.00638,0.00648
2612.54252,0.00645,0.00814,0.007295,0.00654,0.00628,0.00641
2610.48216,0.00658,0.00825,0.007415,0.00646,0.00632,0.00639
2608.42179,0.00657,0.0083,0.007435,0.00645,0.00641,0.00643
2606.36143,0.00658,0.00834,0.00746,0.00648,0.00646,0.00647
2604.30106,0.00669,0.00851,0.0076,0.00643,0.00642,0.006425
2602.2407,0.00668,0.00857,0.007625,0.00639,0.00626,0.006325
2600.18033,0.00645,0.00837,0.00741,0.0064,0.00608,0.00624
2598.11997,0.00626,0.00827,0.007265,0.00643,0.00607,0.00625
2596.0596,0.00632,0.00831,0.007315,0.00643,0.00622,0.006325
2593.99924,0.00644,0.00819,0.007315,0.00637,0.00628,0.006325
2591.93887,0.00633,0.00798,0.007155,0.00624,0.00614,0.00619
2589.87851,0.00613,0.00795,0.00704,0.00611,0.00602,0.006065
2587.81814,0.00617,0.00805,0.00711,0.00604,0.00606,0.00605
2585.75778,0.00632,0.00807,0.007195,0.00605,0.00613,0.00609
2583.69741,0.00628,0.00793,0.007105,0.00613,0.00614,0.006135
2581.63705,0.00602,0.00764,0.00683,0.00622,0.00604,0.00613
2579.57668,0.00583,0.00745,0.00664,0.00622,0.00593,0.006075
2577.51632,0.00583,0.00758,0.006705,0.00611,0.00597,0.00604
2575.45595,0.00582,0.00776,0.00679,0.00595,0.00598,0.005965
2573.39559,0.00566,0.00772,0.00669,0.00581,0.00574,0.005775
2571.33522,0.00542,0.00746,0.00644,0.00573,0.00548,0.005605
2569.27486,0.00531,0.00724,0.006275,0.00569,0.00538,0.005535
2567.2145,0.00548,0.00727,0.006375,0.00573,0.00542,0.005575
2565.15413,0.0058,0.00746,0.00663,0.00579,0.00553,0.00566
2563.09377,0.00587,0.00752,0.006695,0.00574,0.00563,0.005685
2561.0334,0.00559,0.00735,0.00647,0.00558,0.00567,0.005625
2558.97304,0.00538,0.00712,0.00625,0.00553,0.00562,0.005575
2556.91267,0.00547,0.00696,0.006215,0.00562,0.00554,0.00558
2554.85231,0.00559,0.00686,0.006225,0.00568,0.00559,0.005635
2552.79194,0.00555,0.00688,0.006215,0.00582,0.00579,0.005805
2550.73158,0.00545,0.00704,0.006245,0.00604,0.00596,0.006
2548.67121,0.00543,0.00715,0.00629,0.006,0.00584,0.00592
2546.61085,0.0054,0.00713,0.006265,0.00572,0.00554,0.00563
2544.55048,0.00524,0.00707,0.006155,0.00557,0.00529,0.00543
2542.49012,0.00515,0.00707,0.00611,0.00556,0.00516,0.00536
2540.42975,0.00528,0.00717,0.006225,0.00543,0.00511,0.00527
2538.36939,0.00545,0.00718,0.006315,0.00517,0.00508,0.005125
2536.30902,0.00547,0.00702,0.006245,0.00509,0.00514,0.005115
2534.24866,0.00543,0.00681,0.00612,0.00521,0.00524,0.005225
2532.18829,0.0053,0.00661,0.005955,0.00529,0.00519,0.00524
2530.12793,0.00504,0.00657,0.005805,0.00524,0.0051,0.00517
2528.06756,0.00485,0.00663,0.00574,0.00513,0.00512,0.005125
2526.0072,0.00483,0.00661,0.00572,0.00508,0.00512,0.0051
2523.94684,0.00485,0.00654,0.005695,0.00512,0.00497,0.005045
2521.88647,0.0049,0.00654,0.00572,0.00511,0.00473,0.00492
2519.82611,0.00502,0.00667,0.005845,0.00502,0.00458,0.0048
2517.76574,0.00508,0.00674,0.00591,0.00488,0.0046,0.00474
2515.70538,0.00496,0.00661,0.005785,0.00469,0.00466,0.004675
2513.64501,0.00483,0.00643,0.00563,0.0045,0.00459,0.004545
2511.58465,0.00481,0.00632,0.005565,0.00449,0.00441,0.00445
2509.52428,0.00481,0.00628,0.005545,0.00459,0.00425,0.00442
2507.46392,0.00474,0.00631,0.005525,0.00473,0.00429,0.00451
2505.40355,0.00465,0.00634,0.005495,0.00491,0.00447,0.00469
2503.34319,0.0046,0.00633,0.005465,0.00503,0.00453,0.00478
2501.28282,0.00468,0.0064,0.00554,0.00502,0.00453,0.004775
2499.22246,0.00482,0.00649,0.005655,0.00489,0.00454,0.004715
2497.16209,0.00491,0.0065,0.005705,0.00474,0.00447,0.004605
2495.10173,0.00492,0.00646,0.00569,0.00475,0.00438,0.004565
2493.04136,0.00486,0.00632,0.00559,0.00484,0.00432,0.00458
2490.981,0.0048,0.00615,0.005475,0.00486,0.00428,0.00457
2488.92063,0.00479,0.00618,0.005485,0.00481,0.00433,0.00457
2486.86027,0.00482,0.00639,0.005605,0.00467,0.00441,0.00454
2484.7999,0.00478,0.00654,0.00566,0.00457,0.00438,0.004475
2482.73954,0.00469,0.00643,0.00556,0.00465,0.00432,0.004485
2480.67918,0.00461,0.00619,0.0054,0.00476,0.00432,0.00454
2478.61881,0.00462,0.00623,0.005425,0.00468,0.0043,0.00449
2476.55845,0.00474,0.00648,0.00561,0.00453,0.00428,0.004405
2474.49808,0.0048,0.00658,0.00569,0.00448,0.00432,0.0044
2472.43772,0.00478,0.00652,0.00565,0.00449,0.00432,0.004405
2470.37735,0.0048,0.0064,0.0056,0.00455,0.00434,0.004445
2468.31699,0.00472,0.00628,0.0055,0.00462,0.00449,0.004555
2466.25662,0.00464,0.00629,0.005465,0.00459,0.00458,0.004585
2464.19626,0.00467,0.00635,0.00551,0.00455,0.00453,0.00454
2462.13589,0.0047,0.00645,0.005575,0.00458,0.00441,0.004495
2460.07553,0.00478,0.00652,0.00565,0.00458,0.00428,0.00443
2458.01516,0.00489,0.0064,0.005645,0.00448,0.00423,0.004355
2455.9548,0.00495,0.00626,0.005605,0.0044,0.00423,0.004315
2453.89443,0.00485,0.00624,0.005545,0.00441,0.00426,0.004335
2451.83407,0.00461,0.00616,0.005385,0.00451,0.00439,0.00445
2449.7737,0.00442,0.006,0.00521,0.00467,0.0045,0.004585
2447.71334,0.00442,0.00598,0.0052,0.00482,0.00449,0.004655
2445.65297,0.0045,0.0061,0.0053,0.00472,0.00438,0.00455
2443.59261,0.00454,0.00616,0.00535,0.00426,0.0042,0.00423
2441.53224,0.00453,0.0062,0.005365,0.00399,0.00403,0.00401
2439.47188,0.00443,0.00629,0.00536,0.00417,0.00396,0.004065
2437.41152,0.00422,0.00626,0.00524,0.0044,0.00404,0.00422
2435.35115,0.00414,0.00611,0.005125,0.00444,0.00415,0.004295
2433.29079,0.00425,0.00608,0.005165,0.00427,0.00416,0.004215
2431.23042,0.00435,0.00613,0.00524,0.00402,0.00401,0.004015
2429.17006,0.00423,0.00607,0.00515,0.00384,0.00383,0.003835
2427.10969,0.00404,0.00582,0.00493,0.00381,0.00375,0.00378
2425.04933,0.00401,0.00551,0.00476,0.00388,0.00363,0.003755
2422.98896,0.00399,0.00545,0.00472,0.00393,0.00349,0.00371
2420.9286,0.00393,0.00559,0.00476,0.00395,0.00353,0.00374
2418.86823,0.00393,0.00555,0.00474,0.00395,0.00373,0.00384
2416.80787,0.00389,0.00533,0.00461,0.00394,0.00384,0.00389
2414.7475,0.00376,0.00523,0.004495,0.00395,0.0038,0.003875
2412.68714,0.00382,0.00541,0.004615,0.00392,0.00376,0.00384
2410.62677,0.00396,0.00566,0.00481,0.00391,0.00383,0.00387
