wavelength,scan1-2,scan2-2,absorbance2,scan1-4,scan2-4,absorbance4
2408.56641,0.00388,0.00567,0.004775,0.00388,0.00387,0.003875
2406.50604,0.0037,0.00552,0.00461,0.0038,0.00375,0.003775
2404.44568,0.0036,0.0055,0.00455,0.00375,0.00364,0.003695
2402.38531,0.00365,0.00556,0.004605,0.00368,0.00359,0.003635
2400.32495,0.00378,0.00553,0.004655,0.00359,0.00348,0.003535
2398.26458,0.00387,0.00541,0.00464,0.00351,0.00334,0.003425
2396.20422,0.00381,0.00526,0.004535,0.00348,0.0033,0.00339
2394.14386,0.00365,0.00512,0.004385,0.00336,0.00326,0.00331
2392.08349,0.00365,0.00515,0.0044,0.00317,0.00316,0.003165
2390.02313,0.00378,0.00532,0.00455,0.00313,0.0031,0.003115
2387.96276,0.00376,0.00538,0.00457,0.00321,0.00312,0.003165
2385.9024,0.00365,0.00532,0.004485,0.00329,0.00314,0.003215
2383.84203,0.00366,0.00533,0.004495,0.00334,0.00311,0.003225
2381.78167,0.00369,0.00538,0.004535,0.00337,0.00315,0.00326
2379.7213,0.00363,0.0054,0.004515,0.00333,0.00322,0.003275
2377.66094,0.00357,0.00549,0.00453,0.00324,0.00323,0.003235
2375.60057,0.00357,0.00549,0.00453,0.00326,0.00333,0.003295
2373.54021,0.00363,0.0053,0.004465,0.00333,0.00343,0.00338
2371.47984,0.00372,0.00518,0.00445,0.00313,0.00314,0.003135
2369.41948,0.0038,0.00518,0.00449,0.00276,0.0026,0.00268
2367.35911,0.00396,0.0052,0.00458,0.00263,0.00244,0.002535
2365.29875,0.00395,0.00508,0.004515,0.00279,0.0028,0.002795
2363.23838,0.00375,0.00508,0.004415,0.00314,0.00329,0.003215
2361.17802,0.00373,0.00553,0.00463,0.00354,0.00355,0.003545
2359.11765,0.00372,0.00588,0.0048,0.00372,0.00351,0.003615
2357.05729,0.00374,0.00587,0.004805,0.00367,0.00345,0.00356
2354.99692,0.00394,0.0058,0.00487,0.00346,0.00345,0.003455
2352.93656,0.00411,0.0059,0.005005,0.00318,0.00326,0.00322
2350.8762,0.00402,0.00592,0.00497,0.00324,0.0032,0.00322
2348.81583,0.00371,0.0056,0.004655,0.00348,0.00338,0.00343
2346.75547,0.0034,0.00516,0.00428,0.00346,0.00348,0.00347
2344.6951,0.00323,0.00502,0.004125,0.00327,0.00339,0.00333
2342.63474,0.00317,0.00528,0.004225,0.0034,0.00338,0.00339
2340.57437,0.00334,0.00564,0.00449,0.00363,0.00358,0.003605
2338.51401,0.00368,0.00577,0.004725,0.00365,0.00372,0.003685
2336.45364,0.00384,0.00561,0.004725,0.00364,0.00372,0.00368
2334.39328,0.00376,0.00533,0.004545,0.00362,0.00375,0.003685
2332.33291,0.00366,0.00515,0.004405,0.00351,0.00375,0.00363
2330.27255,0.00372,0.00518,0.00445,0.0034,0.00366,0.00353
2328.21218,0.00392,0.00548,0.0047,0.00345,0.00371,0.00358
2326.15182,0.00422,0.00593,0.005075,0.00379,0.00395,0.00387
2324.09145,0.00448,0.00614,0.00531,0.00426,0.00415,0.004205
2322.03109,0.00445,0.00589,0.00517,0.00437,0.00408,0.004225
2319.97072,0.00428,0.00555,0.004915,0.00401,0.00381,0.00391
2317.91036,0.00417,0.00545,0.00481,0.00372,0.00369,0.003705
2315.84999,0.00405,0.00552,0.004785,0.00368,0.00385,0.003765
2313.78963,0.00399,0.00561,0.0048,0.00366,0.0039,0.00378
2311.72926,0.00404,0.00575,0.004895,0.00363,0.00367,0.00365
2309.6689,0.00396,0.00581,0.004885,0.00355,0.00348,0.003515
2307.60854,0.00374,0.00562,0.00468,0.00341,0.00344,0.003425
2305.54817,0.00364,0.00535,0.004495,0.00329,0.00345,0.00337
2303.48781,0.00368,0.00523,0.004455,0.00324,0.00345,0.003345
2301.42744,0.00371,0.00524,0.004475,0.00333,0.00342,0.003375
2299.36708,0.0037,0.00538,0.00454,0.00346,0.00331,0.003385
2297.30671,0.00373,0.00557,0.00465,0.00352,0.00326,0.00339
2295.24635,0.00377,0.00562,0.004695,0.00343,0.00328,0.003355
2293.18598,0.00385,0.00562,0.004735,0.00324,0.00336,0.0033
2291.12562,0.00398,0.00565,0.004815,0.00319,0.00369,0.00344
2289.06525,0.00416,0.00572,0.00494,0.00336,0.00411,0.003735
2287.00489,0.0044,0.0059,0.00515,0.00367,0.00423,0.00395
2284.94452,0.00431,0.0059,0.005105,0.00391,0.00403,0.00397
2282.88416,0.00368,0.00553,0.004605,0.00377,0.00373,0.00375
2280.82379,0.00312,0.00518,0.00415,0.00355,0.00351,0.00353
2278.76343,0.00319,0.00516,0.004175,0.0036,0.00347,0.003535
2276.70306,0.00348,0.00527,0.004375,0.00361,0.00343,0.00352
2274.6427,0.00342,0.00498,0.0042,0.00338,0.00318,0.00328
2272.58233,0.00317,0.00453,0.00385,0.0032,0.00287,0.003035
2270.52197,0.00313,0.00453,0.00383,0.00315,0.00272,0.002935
2268.4616,0.00319,0.00476,0.003975,0.00305,0.00263,0.00284
2266.40124,0.00321,0.00481,0.00401,0.00274,0.00241,0.002575
2264.34088,0.00332,0.00486,0.00409,0.00239,0.00231,0.00235
2262.28051,0.00345,0.0049,0.004175,0.00245,0.00253,0.00249
2260.22015,0.00358,0.0047,0.00414,0.00291,0.00299,0.00295
2258.15978,0.00361,0.00454,0.004075,0.0032,0.00343,0.003315
2256.09942,0.0032,0.00456,0.00388,0.00305,0.00345,0.00325
2254.03905,0.00277,0.00453,0.00365,0.00279,0.00318,0.002985
2251.97869,0.0028,0.00448,0.00364,0.00268,0.00302,0.00285
2249.91832,0.00287,0.00457,0.00372,0.00266,0.00297,0.002815
2247.85796,0.00278,0.00458,0.00368,0.00262,0.00296,0.00279
2245.79759,0.00291,0.00445,0.00368,0.00259,0.00294,0.002765
2243.73723,0.00317,0.00456,0.003865,0.00279,0.00298,0.002885
2241.67686,0.00328,0.00491,0.004095,0.00306,0.00305,0.003055
2239.6165,0.00342,0.00501,0.004215,0.00303,0.00301,0.00302
2237.55613,0.00352,0.00473,0.004125,0.00294,0.00304,0.00299
2235.49577,0.00338,0.00451,0.003945,0.00305,0.00315,0.0031
2233.4354,0.00319,0.0046,0.003895,0.00307,0.00332,0.003195
2231.37504,0.00315,0.00476,0.003955,0.00273,0.00345,0.00309
2229.31467,0.0031,0.00486,0.00398,0.00221,0.00321,0.00271
2227.25431,0.00308,0.00504,0.00406,0.00199,0.0029,0.002445
2225.19394,0.00307,0.00511,0.00409,0.00222,0.00296,0.00259
2223.13358,0.00282,0.0048,0.00381,0.00258,0.00319,0.002885
2221.07322,0.00253,0.00449,0.00351,0.00261,0.00318,0.002895
2219.01285,0.00237,0.00429,0.00333,0.00253,0.00302,0.002775
2216.95249,0.00236,0.0039,0.00313,0.00281,0.00308,0.002945
2214.89212,0.00254,0.00362,0.00308,0.00307,0.0031,0.003085
2212.83176,0.00289,0.00399,0.00344,0.00279,0.00302,0.002905
2210.77139,0.00319,0.00465,0.00392,0.00253,0.00331,0.00292
2208.71103,0.00316,0.00483,0.003995,0.00263,0.00362,0.003125
2206.65066,0.00286,0.00466,0.00376,0.00264,0.00339,0.003015
2204.5903,0.00258,0.00449,0.003535,0.00269,0.00319,0.00294
2202.52993,0.0026,0.00441,0.003505,0.00299,0.00338,0.003185
2200.46957,0.00282,0.00455,0.003685,0.00336,0.00361,0.003485
2198.4092,0.00298,0.00484,0.00391,0.00372,0.00365,0.003685
2196.34884,0.00311,0.00511,0.00411,0.00374,0.0034,0.00357
2194.28847,0.00308,0.00524,0.00416,0.00328,0.00331,0.003295
2192.22811,0.00308,0.00534,0.00421,0.00285,0.00361,0.00323
2190.16774,0.00349,0.00549,0.00449,0.00272,0.00372,0.00322
2188.10738,0.00391,0.00534,0.004625,0.00305,0.00368,0.003365
2186.04701,0.00351,0.0047,0.004105,0.00352,0.00376,0.00364
2183.98665,0.00247,0.00419,0.00333,0.00344,0.00365,0.003545
2181.92628,0.00191,0.00439,0.00315,0.00314,0.00346,0.0033
2179.86592,0.00211,0.00493,0.00352,0.00327,0.00364,0.003455
2177.80555,0.00243,0.00529,0.00386,0.00321,0.00373,0.00347
2175.74519,0.00245,0.00527,0.00386,0.00253,0.00326,0.002895
2173.68483,0.0025,0.00501,0.003755,0.00219,0.0028,0.002495
2171.62446,0.00291,0.00505,0.00398,0.00281,0.00288,0.002845
2169.5641,0.00369,0.00574,0.004715,0.00377,0.00346,0.003615
2167.50373,0.00455,0.00659,0.00557,0.00401,0.00419,0.0041
2165.44337,0.00488,0.00684,0.00586,0.0031,0.00439,0.003745
2163.383,0.0047,0.00644,0.00557,0.00214,0.00394,0.00304
2161.32264,0.00429,0.00564,0.004965,0.002,0.00312,0.00256
2159.26227,0.00295,0.00424,0.003595,0.00179,0.00181,0.0018
2157.20191,0.00098,0.00303,0.002005,0.00131,0.00071,0.00101
2155.14154,0.00031,0.00317,0.00174,0.00127,0.00088,0.001075
2153.08118,0.001,0.00403,0.002515,0.00183,0.00206,0.001945
2151.02081,0.00172,0.00431,0.003015,0.00251,0.00292,0.002715
2148.96045,0.00192,0.00384,0.00288,0.00267,0.00297,0.00282
2146.90008,0.00193,0.00325,0.00259,0.00279,0.00277,0.00278
2144.83972,0.0022,0.00304,0.00262,0.00325,0.00255,0.0029
2142.77935,0.00271,0.00336,0.003035,0.0035,0.00237,0.002935
2140.71899,0.0028,0.00387,0.003335,0.00313,0.00232,0.002725
2138.65862,0.00245,0.00427,0.00336,0.00262,0.00257,0.002595
2136.59826,0.00226,0.00447,0.003365,0.00244,0.00278,0.00261
2134.53789,0.00217,0.0045,0.003335,0.00235,0.00255,0.00245
2132.47753,0.00215,0.00436,0.003255,0.00245,0.00245,0.00245
2130.41717,0.00213,0.004,0.003065,0.00261,0.00252,0.002565
2128.3568,0.00182,0.0037,0.00276,0.00257,0.00247,0.00252
2126.29644,0.0017,0.00363,0.002665,0.00256,0.00242,0.00249
2124.23607,0.00215,0.00388,0.003015,0.00251,0.0024,0.002455
2122.17571,0.00284,0.00446,0.00365,0.00258,0.00249,0.002535
2120.11534,0.00337,0.00501,0.00419,0.00296,0.00283,0.002895
2118.05498,0.00359,0.00535,0.00447,0.00308,0.00312,0.0031
2115.99461,0.00347,0.00551,0.00449,0.00288,0.00322,0.00305
2113.93425,0.00321,0.00544,0.004325,0.00291,0.00343,0.00317
2111.87388,0.00307,0.00519,0.00413,0.00324,0.00367,0.003455
2109.81352,0.00314,0.00485,0.003995,0.00352,0.00358,0.00355
2107.75315,0.0033,0.00449,0.003895,0.0035,0.00344,0.00347
2105.69279,0.0031,0.00429,0.003695,0.00353,0.00377,0.00365
2103.63242,0.00267,0.00447,0.00357,0.00379,0.00415,0.00397
2101.57206,0.00274,0.00507,0.003905,0.00385,0.00406,0.003955
2099.51169,0.00303,0.00558,0.004305,0.00351,0.00381,0.00366
2097.45133,0.00289,0.0053,0.004095,0.00296,0.00344,0.0032
2095.39096,0.00278,0.00475,0.003765,0.0024,0.00288,0.00264
2093.3306,0.003,0.00465,0.003825,0.00223,0.00277,0.0025
2091.27023,0.00313,0.00462,0.003875,0.00255,0.00306,0.002805
2089.20987,0.00309,0.00453,0.00381,0.00297,0.00315,0.00306
2087.14951,0.00308,0.0047,0.00389,0.00323,0.00319,0.00321
2085.08914,0.003,0.00461,0.003805,0.00339,0.00343,0.00341
2083.02878,0.00283,0.00419,0.00351,0.00341,0.00343,0.00342
2080.96841,0.0028,0.00426,0.00353,0.00332,0.00307,0.003195
2078.90805,0.0028,0.00445,0.003625,0.00324,0.00265,0.002945
2076.84768,0.0029,0.00421,0.003555,0.00315,0.00248,0.002815
2074.78732,0.00313,0.00397,0.00355,0.00315,0.00267,0.00291
2072.72695,0.00302,0.00385,0.003435,0.00314,0.00268,0.00291
2070.66659,0.00275,0.00391,0.00333,0.00297,0.0024,0.002685
2068.60622,0.00288,0.00427,0.003575,0.00296,0.00239,0.002675
2066.54586,0.00308,0.00453,0.003805,0.00305,0.00269,0.00287
2064.48549,0.00273,0.00434,0.003535,0.00279,0.00269,0.00274
2062.42513,0.00233,0.00411,0.00322,0.0025,0.00233,0.002415
2060.36476,0.00263,0.00429,0.00346,0.00277,0.0025,0.002635
2058.3044,0.00285,0.00461,0.00373,0.00311,0.00316,0.003135
2056.24403,0.00246,0.0045,0.00348,0.00275,0.00318,0.002965
2054.18367,0.00242,0.00415,0.003285,0.00247,0.0027,0.002585
2052.1233,0.00307,0.00398,0.003525,0.00282,0.00274,0.00278
2050.06294,0.0036,0.00375,0.003675,0.00307,0.00291,0.00299
2048.00257,0.00371,0.00377,0.00374,0.00307,0.00297,0.00302
2045.94221,0.00372,0.00433,0.004025,0.00328,0.00346,0.00337
2043.88185,0.00378,0.00502,0.0044,0.00325,0.00369,0.00347
2041.82148,0.0038,0.00529,0.004545,0.00267,0.00327,0.00297
2039.76112,0.00334,0.00474,0.00404,0.00241,0.00297,0.00269
2037.70075,0.00269,0.00446,0.003575,0.0029,0.00308,0.00299
2035.64039,0.00269,0.00523,0.00396,0.00356,0.00351,0.003535
2033.58002,0.00253,0.00569,0.00411,0.00346,0.00366,0.00356
2031.51966,0.0015,0.00508,0.00329,0.00226,0.00255,0.002405
2029.45929,0.00042,0.00399,0.002205,0.00097,0.00103,0.001
2027.39893,0,0.00295,0.001475,0.00077,0.00076,0.000765
2025.33856,0.0001,0.0026,0.00135,0.00151,0.0017,0.001605
2023.2782,0.00102,0.0034,0.00221,0.00219,0.00286,0.002525
2021.21783,0.0026,0.00458,0.00359,0.00229,0.00346,0.002875
2019.15747,0.00364,0.00513,0.004385,0.0022,0.00336,0.00278
2017.0971,0.00388,0.0049,0.00439,0.00229,0.00275,0.00252
2015.03674,0.00348,0.00459,0.004035,0.00201,0.00199,0.002
2012.97637,0.00285,0.00451,0.00368,0.00162,0.00204,0.00183
2010.91601,0.00216,0.00398,0.00307,0.00211,0.00282,0.002465
2008.85564,0.00146,0.00326,0.00236,0.00268,0.00289,0.002785
2006.79528,0.00146,0.00323,0.002345,0.00221,0.00205,0.00213
2004.73491,0.00188,0.00341,0.002645,0.00159,0.00153,0.00156
2002.67455,0.00217,0.00347,0.00282,0.00139,0.0016,0.001495
2000.61419,0.00237,0.0038,0.003085,0.00112,0.00175,0.001435
1998.55382,0.00208,0.0039,0.00299,0.00116,0.00188,0.00152
1996.49346,0.00197,0.00368,0.002825,0.00154,0.00181,0.001675
1994.43309,0.00253,0.00395,0.00324,0.00179,0.00181,0.0018
1992.37273,0.00258,0.00446,0.00352,0.00189,0.00219,0.00204
1990.31236,0.0022,0.00434,0.00327,0.00167,0.00223,0.00195
1988.252,0.00219,0.0038,0.002995,0.00124,0.00195,0.001595
1986.19163,0.00249,0.0037,0.003095,0.00134,0.00193,0.001635
1984.13127,0.00292,0.00417,0.003545,0.00224,0.00233,0.002285
1982.0709,0.00299,0.00486,0.003925,0.00308,0.00279,0.002935
1980.01054,0.00251,0.00535,0.00393,0.00296,0.00246,0.00271
1977.95017,0.0018,0.00492,0.00336,0.00196,0.0015,0.00173
1975.88981,0.00136,0.00366,0.00251,0.00085,0.00097,0.00091
1973.82944,0.00141,0.00314,0.002275,0.00067,0.00105,0.00086
1971.76908,0.00125,0.0034,0.002325,0.00114,0.00141,0.001275
1969.70871,0.00116,0.00353,0.002345,0.00104,0.00167,0.001355
1967.64835,0.00152,0.00367,0.002595,0.00061,0.00178,0.001195
1965.58798,0.00168,0.00396,0.00282,0.00086,0.00212,0.00149
1963.52762,0.00155,0.00405,0.0028,0.00151,0.00257,0.00204
1961.46725,0.00129,0.00373,0.00251,0.00144,0.00234,0.00189
1959.40689,0.00126,0.00339,0.002325,0.0005,0.00122,0.00086
1957.34653,0.00185,0.00369,0.00277,0,0.00036,0.00018
1955.28616,0.00221,0.00419,0.0032,0.00052,0.00058,0.00055
1953.2258,0.00182,0.00397,0.002895,0.00115,0.00125,0.0012
1951.16543,0.00137,0.00314,0.002255,0.00143,0.00163,0.00153
1949.10507,0.00122,0.00265,0.001935,0.00156,0.0018,0.00168
1947.0447,0.00139,0.00278,0.002085,0.00156,0.00217,0.001865
1944.98434,0.00159,0.00296,0.002275,0.00139,0.00234,0.001865
1942.92397,0.00158,0.00291,0.002245,0.00107,0.0018,0.001435
1940.86361,0.00156,0.00304,0.0023,0.00098,0.00123,0.001105
1938.80324,0.00164,0.00336,0.0025,0.00139,0.00125,0.00132
1936.74288,0.00173,0.00325,0.00249,0.00149,0.00132,0.001405
1934.68251,0.00145,0.00256,0.002005,0.00104,0.00116,0.0011
1932.62215,0.00108,0.00236,0.00172,0.00081,0.0012,0.001005
1930.56178,0.00099,0.00293,0.00196,0.0009,0.00147,0.001185
1928.50142,0.00092,0.00318,0.00205,0.00108,0.00161,0.001345
1926.44105,0.00088,0.00301,0.001945,0.0014,0.00175,0.001575
1924.38069,0.00089,0.00297,0.00193,0.00185,0.00197,0.00191
1922.32032,0.00089,0.00305,0.00197,0.00198,0.00187,0.001925
1920.25996,0.001,0.00327,0.002135,0.00177,0.00162,0.001695
1918.19959,0.00122,0.00368,0.00245,0.00173,0.00168,0.001705
1916.13923,0.00131,0.00373,0.00252,0.00184,0.00206,0.00195
1914.07887,0.00122,0.0034,0.00231,0.0018,0.00238,0.00209
1912.0185,0.00116,0.00332,0.00224,0.00166,0.00227,0.001965
1909.95814,0.00121,0.0035,0.002355,0.00155,0.00199,0.00177
1907.89777,0.00122,0.00349,0.002355,0.00159,0.00199,0.00179
1905.83741,0.00104,0.00328,0.00216,0.00172,0.00198,0.00185
1903.77704,0.00086,0.00313,0.001995,0.00175,0.00177,0.00176
1901.71668,0.00099,0.00308,0.002035,0.0016,0.00171,0.001655
1899.65631,0.00127,0.00299,0.00213,0.00149,0.00185,0.00167
1897.59595,0.00135,0.00284,0.002095,0.00149,0.00189,0.00169
1895.53558,0.00149,0.00287,0.00218,0.0015,0.00167,0.001585
1893.47522,0.00159,0.00308,0.002335,0.00144,0.00141,0.001425
1891.41485,0.00133,0.00317,0.00225,0.00127,0.0014,0.001335
1889.35449,0.00101,0.00315,0.00208,0.00113,0.00153,0.00133
1887.29412,0.00105,0.00322,0.002135,0.00113,0.00164,0.001385
1885.23376,0.00123,0.00327,0.00225,0.00104,0.00163,0.001335
1883.17339,0.0012,0.00315,0.002175,0.001,0.00168,0.00134
1881.11303,0.00108,0.00306,0.00207,0.00122,0.00189,0.001555
1879.05266,0.00116,0.0031,0.00213,0.00135,0.00189,0.00162
1876.9923,0.00139,0.00316,0.002275,0.00117,0.00162,0.001395
1874.93193,0.00153,0.00321,0.00237,0.00093,0.00141,0.00117
1872.87157,0.00157,0.0034,0.002485,0.00091,0.00147,0.00119
1870.81121,0.00164,0.00356,0.0026,0.00112,0.0018,0.00146
1868.75084,0.00176,0.0035,0.00263,0.00153,0.00216,0.001845
1866.69048,0.00177,0.00334,0.002555,0.00181,0.00221,0.00201
1864.63011,0.00157,0.00322,0.002395,0.00175,0.00202,0.001885
1862.56975,0.00132,0.00314,0.00223,0.0015,0.00177,0.001635
1860.50938,0.00122,0.00312,0.00217,0.00136,0.00172,0.00154
1858.44902,0.00136,0.00325,0.002305,0.00147,0.00193,0.0017
1856.38865,0.00156,0.00345,0.002505,0.00145,0.00199,0.00172
1854.32829,0.00164,0.0035,0.00257,0.00128,0.00188,0.00158
1852.26792,0.00154,0.00334,0.00244,0.00132,0.00196,0.00164
1850.20756,0.00126,0.00316,0.00221,0.00141,0.00203,0.00172
1848.14719,0.001,0.00318,0.00209,0.00122,0.00189,0.001555
1846.08683,0.00107,0.00339,0.00223,0.00098,0.00178,0.00138
1844.02646,0.00134,0.00356,0.00245,0.00095,0.00173,0.00134
1841.9661,0.00131,0.00356,0.002435,0.00101,0.00175,0.00138
1839.90573,0.00124,0.00356,0.0024,0.0012,0.00198,0.00159
1837.84537,0.00135,0.00356,0.002455,0.00135,0.00209,0.00172
1835.785,0.0015,0.00352,0.00251,0.00121,0.00188,0.001545
1833.72464,0.00159,0.00355,0.00257,0.00099,0.00162,0.001305
1831.66427,0.0016,0.00371,0.002655,0.00099,0.00157,0.00128
1829.60391,0.00153,0.00373,0.00263,0.00114,0.00172,0.00143
1827.54355,0.00157,0.0036,0.002585,0.00128,0.00197,0.001625
1825.48318,0.00172,0.00369,0.002705,0.0013,0.00205,0.001675
1823.42282,0.00172,0.00386,0.00279,0.00126,0.00194,0.0016
1821.36245,0.00156,0.00386,0.00271,0.00134,0.00198,0.00166
1819.30209,0.00135,0.00371,0.00253,0.0014,0.00205,0.001725
1817.24172,0.0012,0.00341,0.002305,0.00129,0.00189,0.00159
1815.18136,0.00124,0.00319,0.002215,0.00128,0.00186,0.00157
1813.12099,0.00144,0.00326,0.00235,0.00147,0.00213,0.0018
1811.06063,0.00162,0.00349,0.002555,0.00163,0.00232,0.001975
1809.00026,0.00179,0.00371,0.00275,0.00158,0.00217,0.001875
1806.9399,0.00191,0.0038,0.002855,0.00152,0.00205,0.001785
1804.87953,0.0019,0.00383,0.002865,0.00168,0.00215,0.001915
1802.81917,0.00178,0.00388,0.00283,0.00183,0.00222,0.002025
1800.7588,0.00164,0.00392,0.00278,0.00175,0.00214,0.001945
1798.69844,0.00154,0.00386,0.0027,0.00159,0.00206,0.001825
1796.63807,0.00153,0.0038,0.002665,0.00164,0.00211,0.001875
1794.57771,0.00164,0.00387,0.002755,0.00187,0.00225,0.00206
1792.51734,0.00185,0.00399,0.00292,0.0021,0.00237,0.002235
1790.45698,0.00186,0.00391,0.002885,0.00213,0.00234,0.002235
1788.39661,0.00163,0.00369,0.00266,0.00181,0.00219,0.002
1786.33625,0.00146,0.00357,0.002515,0.00139,0.00205,0.00172
1784.27589,0.00136,0.00349,0.002425,0.00123,0.00202,0.001625
1782.21552,0.00137,0.00343,0.0024,0.00138,0.00214,0.00176
1780.15516,0.00158,0.0035,0.00254,0.00158,0.00218,0.00188
1778.09479,0.00181,0.00367,0.00274,0.00164,0.00209,0.001865
1776.03443,0.00177,0.0037,0.002735,0.00165,0.00205,0.00185
1773.97406,0.0016,0.00361,0.002605,0.00188,0.00215,0.002015
1771.9137,0.00163,0.00353,0.00258,0.00226,0.00231,0.002285
1769.85333,0.00183,0.00345,0.00264,0.0024,0.00241,0.002405
1767.79297,0.00174,0.0031,0.00242,0.00227,0.00249,0.00238
1765.7326,0.00157,0.00255,0.00206,0.0021,0.00266,0.00238
1763.67224,0.00181,0.00246,0.002135,0.00205,0.00274,0.002395
1761.61187,0.00211,0.0029,0.002505,0.00206,0.0024,0.00223
1759.55151,0.00193,0.00321,0.00257,0.00241,0.00211,0.00226
1757.49114,0.00162,0.003,0.00231,0.00308,0.0024,0.00274
1755.43078,0.0015,0.0024,0.00195,0.0031,0.00251,0.002805
1753.37041,0.00066,0.00151,0.001085,0.0021,0.00141,0.001755
1751.31005,0,0.00128,0.00064,0.00184,0.00049,0.001165
1749.24968,0.00075,0.00152,0.001135,0.00267,0.00142,0.002045
1747.18932,0.00231,0.00194,0.002125,0.00347,0.00222,0.002845
1745.12895,0.00386,0.00321,0.003535,0.00361,0.00111,0.00236
1743.06859,0.00434,0.00397,0.004155,0.00338,0,0.00169
1741.00823,0.00279,0.00205,0.00242,0.00394,0.00061,0.002275
1738.94786,0.00189,0,0.000945,0.00395,0.00233,0.00314
1736.8875,0.00401,0.00187,0.00294,0.00168,0.00337,0.002525
1734.82713,0.00548,0.00401,0.004745,0,0.00264,0.00132
1732.76677,0.00491,0.00367,0.00429,0.00173,0.00296,0.002345
1730.7064,0.00428,0.00323,0.003755,0.00351,0.00416,0.003835
1728.64604,0.00466,0.00381,0.004235,0.00425,0.00471,0.00448
1726.58567,0.00528,0.0043,0.00479,0.0042,0.00454,0.00437
1724.52531,0.0065,0.00536,0.00593,0.00422,0.00422,0.00422
1722.46494,0.00756,0.00648,0.00702,0.00414,0.00342,0.00378
1720.40458,0.00784,0.00702,0.00743,0.00407,0.00316,0.003615
1718.34421,0.00804,0.00777,0.007905,0.00426,0.00401,0.004135
1716.28385,0.00908,0.00912,0.0091,0.00496,0.00526,0.00511
1714.22348,0.00979,0.00972,0.009755,0.0058,0.00614,0.00597
1712.16312,0.00997,0.00967,0.00982,0.00629,0.00653,0.00641
1710.10275,0.0102,0.00981,0.010005,0.00654,0.00675,0.006645
1708.04239,0.01033,0.01031,0.01032,0.0067,0.00695,0.006825
1705.98202,0.01048,0.011,0.01074,0.00689,0.00715,0.00702
1703.92166,0.01049,0.01129,0.01089,0.00698,0.00723,0.007105
1701.86129,0.01063,0.01154,0.011085,0.00715,0.00733,0.00724
1699.80093,0.01117,0.01221,0.01169,0.00747,0.00762,0.007545
1697.74057,0.01196,0.01318,0.01257,0.00789,0.00815,0.00802
1695.6802,0.01285,0.01398,0.013415,0.00824,0.00865,0.008445
1693.61984,0.0139,0.01465,0.014275,0.00866,0.00913,0.008895
1691.55947,0.01528,0.01572,0.0155,0.0093,0.00974,0.00952
1689.49911,0.01739,0.01757,0.01748,0.01024,0.01065,0.010445
1687.43874,0.01988,0.01975,0.019815,0.0113,0.01179,0.011545
1685.37838,0.02333,0.02291,0.02312,0.01291,0.01336,0.013135
1683.31801,0.02887,0.02811,0.02849,0.01576,0.01574,0.01575
1681.25765,0.03381,0.03257,0.03319,0.01837,0.01799,0.01818
1679.19728,0.03819,0.03638,0.037285,0.02074,0.02023,0.020485
1677.13692,0.04304,0.0408,0.04192,0.02358,0.02289,0.023235
1675.07655,0.04912,0.0466,0.04786,0.02741,0.0264,0.026905
1673.01619,0.0554,0.05259,0.053995,0.03143,0.03019,0.03081
1670.95582,0.06193,0.05891,0.06042,0.03587,0.03433,0.0351
1668.89546,0.07078,0.0675,0.06914,0.0422,0.04001,0.041105
1666.83509,0.07962,0.07581,0.077715,0.04876,0.04607,0.047415
1664.77473,0.08827,0.08383,0.08605,0.05514,0.05221,0.053675
1662.71436,0.10019,0.09502,0.097605,0.06357,0.06008,0.061825
1660.654,0.11429,0.10817,0.11123,0.07331,0.06877,0.07104
1658.59363,0.12769,0.12056,0.124125,0.08225,0.07679,0.07952
1656.53327,0.14049,0.13238,0.136435,0.09047,0.08444,0.087455
1654.47291,0.15781,0.14853,0.15317,0.10166,0.09426,0.09796
1652.41254,0.18873,0.17715,0.18294,0.12185,0.11068,0.116265
1650.35218,0.21232,0.19847,0.205395,0.13726,0.12402,0.13064
1648.29181,0.23266,0.21675,0.224705,0.15116,0.13631,0.143735
1646.23145,0.26549,0.24635,0.25592,0.17445,0.15511,0.16478
1644.17108,0.29878,0.27597,0.287375,0.19937,0.17507,0.18722
1642.11072,0.32512,0.299,0.31206,0.22183,0.19356,0.207695
1640.05035,0.34784,0.3188,0.33332,0.24565,0.21309,0.22937
1637.98999,0.36153,0.33143,0.34648,0.26979,0.23256,0.251175
1635.92962,0.35518,0.32917,0.342175,0.29376,0.25049,0.272125
1633.86926,0.32775,0.31004,0.318895,0.30306,0.25753,0.280295
1631.80889,0.29805,0.28711,0.29258,0.28917,0.24994,0.269555
1629.74853,0.26761,0.26234,0.264975,0.26011,0.23167,0.24589
1627.68816,0.23583,0.23549,0.23566,0.2242,0.20687,0.215535
1625.6278,0.20772,0.21073,0.209225,0.1931,0.18389,0.188495
1623.56743,0.18174,0.18699,0.184365,0.16699,0.163,0.164995
1621.50707,0.15875,0.1654,0.162075,0.14491,0.14442,0.144665
1619.4467,0.14218,0.1493,0.14574,0.12883,0.13068,0.129755
1617.38634,0.1268,0.1338,0.1303,0.11329,0.11626,0.114775
1615.32597,0.11156,0.1182,0.11488,0.09799,0.10088,0.099435
1613.26561,0.10079,0.1071,0.103945,0.08807,0.09084,0.089455
1611.20525,0.09208,0.09802,0.09505,0.08105,0.0837,0.082375
